filename|text
S07E05_BMO_Vocals_SPEAKER_03_620.24.wav|All my friends are here.
S05E28_BMO_Vocals_SPEAKER_12_145.56.wav|Dont let on what happened, or all the years weve been spent together will vanish like tears in the oven.
S11E01_BMO_Vocals_SPEAKER_17_148.51.wav|There probably wont be scary cool things on Mars.
S05E24_BMO_Vocals_SPEAKER_09_657.78.wav|Jake Jr., Im sorry for messing up your time travel.
S01E23_BMO_Vocals_SPEAKER_04_100.92.wav|That is an interesting response, but I'll shut down.
S11E01_BMO_Vocals_SPEAKER_17_94.94.wav|Yes, Ive got my mission to distract me from friendly folks I had to leave back home.
S07E17_BMO_Vocals_SPEAKER_04_447.94.wav|Tell Jack Rabbit Johnson to meet me at Dirt Water Flats, just like the old days!
S11E01_BMO_Vocals_SPEAKER_02_1626.05.wav|Stop it, Bad Olive!
S07E18_BMO_Vocals_SPEAKER_00_192.45.wav|We are in dangerous waters!
S02E23_BMO_Vocals_SPEAKER_04_62.63.wav|This does compute.
S08E03_BMO_Vocals_SPEAKER_01_577.31.wav|Unless it grazes the salt, smiles will be not found.
S07E18_BMO_Vocals_SPEAKER_00_191.00.wav|Get serious, Lieutenant!
S10E02_BMO_Vocals_SPEAKER_02_482.05.wav|Just a line of smooth talk and pipe dreams.
S05E19_BMO_Vocals_SPEAKER_02_287.67.wav|Yeah, that sounds makes me feel happy.
S11E01_BMO_Vocals_SPEAKER_17_2024.99.wav|But I'm supposed to save the drift.
S07E05_BMO_Vocals_SPEAKER_03_38.76.wav|You look very smart and very handsome today.
S03E20_BMO_Vocals_SPEAKER_01_139.08.wav|I have detected a noticeable pattern in the tears of sadness that fall from the Ice Kings eyeballs.
S02E07_BMO_Vocals_SPEAKER_00_189.70.wav|Rima-tima-tin-tin?
S07E14_BMO_Vocals_SPEAKER_05_1284.68.wav|It's not just Mo up here, it's me too!
S04E14_BMO_Vocals_SPEAKER_01_126.66.wav|No, I do not play such games with Jake.
S10E13_BMO_Vocals_SPEAKER_20_2033.57.wav|It seems unforgiving when a good thing ends.
S09E02_BMO_Vocals_SPEAKER_04_378.17.wav|They look so happy, like dogs.
S11E01_BMO_Vocals_SPEAKER_17_969.68.wav|Now tell us why youre crying, ugly man.
S10E13_BMO_Vocals_SPEAKER_20_294.04.wav|Well, get ready to have your hair blown back.
S03E19_BMO_Vocals_SPEAKER_07_420.04.wav|We can still take a bath.
S11E01_BMO_Vocals_SPEAKER_17_2019.99.wav|BMO always bounces back.
S05E17_BMO_Vocals_SPEAKER_02_438.76.wav|I am sad, Bubble.
S06E34_BMO_Vocals_SPEAKER_02_93.27.wav|Please can we invite him to dinner?
S07E17_BMO_Vocals_SPEAKER_04_196.86.wav|The plan is to plunge the toads to the stump and bring justice to the pips!
S07E14_BMO_Vocals_SPEAKER_04_759.80.wav|Even though it's my birthday.
S07E14_BMO_Vocals_SPEAKER_08_538.74.wav|I think something went wrong with the mission.
S10E09_BMO_Vocals_SPEAKER_09_74.79.wav|He leaves them for me when he goes out.
S05E23_BMO_Vocals_SPEAKER_03_67.38.wav|I hurt my butt sledding.
S07E05_BMO_Vocals_SPEAKER_03_540.34.wav|Breaking deals means you have to go to the third hole.
S04E17_BMO_Vocals_SPEAKER_03_347.62.wav|I talked to Lorraine, Bebe.
S07E18_BMO_Vocals_SPEAKER_00_351.45.wav|We need to surface immediately!
S11E01_BMO_Vocals_SPEAKER_04_1331.61.wav|We should accept this ride from a stranger.
S10E02_BMO_Vocals_SPEAKER_02_284.17.wav|It wasnt even our best one.
S04E17_BMO_Vocals_SPEAKER_03_522.11.wav|Im gonna go find Ronnie.
S10E02_BMO_Vocals_SPEAKER_02_474.51.wav|I mean, check out the loot.
S05E17_BMO_Vocals_SPEAKER_02_611.54.wav|I hear you in my head, but I don't see you.
S11E01_BMO_Vocals_SPEAKER_17_1691.00.wav|BMO is never alone.
S07E19_BMO_Vocals_SPEAKER_09_549.92.wav|Your butt is kinda creepy.
S11E01_BMO_Vocals_SPEAKER_17_165.90.wav|I have left my dream of grand adventure for the quiet of my Martian tater farm.
S05E03_BMO_Vocals_SPEAKER_10_460.35.wav|You've come so far, but still have so much to learn.
S08E20_BMO_Vocals_SPEAKER_00_377.58.wav|Proceed to extraction point.
S07E14_BMO_Vocals_SPEAKER_08_535.28.wav|The X door opened and I fell through.
S05E17_BMO_Vocals_SPEAKER_02_444.46.wav|And I miss Finn.
S04E02_BMO_Vocals_SPEAKER_01_99.17.wav|BMO, are you a robot?
S10E02_BMO_Vocals_SPEAKER_02_386.28.wav|Im a door-to-door salesman, maam.
S05E41_BMO_Vocals_SPEAKER_07_496.37.wav|Would you like to rate this video?
S10E02_BMO_Vocals_SPEAKER_02_329.92.wav|Oh no, I was so excited about you not bumping into anything.
S10E02_BMO_Vocals_SPEAKER_02_211.39.wav|Oh, well, Id like to show you what Im selling today.
S10E13_BMO_Vocals_SPEAKER_20_347.40.wav|The biggest fight that Wu had ever seen.
S07E14_BMO_Vocals_SPEAKER_05_557.64.wav|Maybe the lesson is that when you are grown, you wont ever be able to tell if everything is going totally haywire, or maybe actually everything is perfectly fine.
S07E14_BMO_Vocals_SPEAKER_05_1257.63.wav|So if there is anything he wanted to teach me, better be in me already.
S03E20_BMO_Vocals_SPEAKER_01_157.22.wav|The 13th letter of the alphabet is M. If I print the letter M every time Ice King says an M word, it looks like this.
S11E01_BMO_Vocals_SPEAKER_17_146.05.wav|Boy, that meteoroid storm was scary.
S05E37_BMO_Vocals_SPEAKER_00_315.34.wav|Big, and the chip will fall out of your teeth.
S07E14_BMO_Vocals_SPEAKER_04_757.16.wav|I mean, Im just a little baby kid still.
S05E37_BMO_Vocals_SPEAKER_04_574.49.wav|How did you get that piece of tortilla chip out of your teeth?
S07E14_BMO_Vocals_SPEAKER_07_1061.37.wav|Tell me what you did with Finn and Jake and our poop.
S08E23_BMO_Vocals_SPEAKER_02_623.45.wav|I would miss you guys too much!
S11E01_BMO_Vocals_SPEAKER_17_394.61.wav|You weird babies.
S05E28_BMO_Vocals_SPEAKER_12_392.15.wav|I can hack into his computer and find where my driver port is.
S10E09_BMO_Vocals_SPEAKER_10_149.57.wav|Or did the tiger bite his foot after he lay down on the couch?
S02E16_BMO_Vocals_SPEAKER_01_113.23.wav|Yes, of course, Jake.
S05E28_BMO_Vocals_SPEAKER_12_122.76.wav|Theres no, no, no, no, no time to loo, loo, loo, loo, lose.
S00E01_BMO_Vocals_SPEAKER_00_59.07.wav|Mustaches belong in the cupboard.
S07E14_BMO_Vocals_SPEAKER_05_1242.97.wav|But I guess after all that, I do feel a bit more grown.
S05E03_BMO_Vocals_SPEAKER_10_555.67.wav|Why so glum, fellas?
S04E17_BMO_Vocals_SPEAKER_03_341.21.wav|Dont play dumb, Bebe.
S07E17_BMO_Vocals_SPEAKER_04_121.38.wav|Putting my safety and my reputation on the line.
S05E17_BMO_Vocals_SPEAKER_02_621.68.wav|I dont understand bubble.
S07E14_BMO_Vocals_SPEAKER_04_599.81.wav|Are you a Mo too?
S05E16_BMO_Vocals_SPEAKER_02_64.76.wav|Maybe she just didnt get it yet.
S11E01_BMO_Vocals_SPEAKER_04_1344.17.wav|This is a pretty sick ride, I gotta say.
S07E17_BMO_Vocals_SPEAKER_04_223.70.wav|Now Im the guy chasing those guys.
S05E17_BMO_Vocals_SPEAKER_02_351.70.wav|What am I going to do with you?
S08E10_BMO_Vocals_SPEAKER_10_44.81.wav|No, its not.
S07E05_BMO_Vocals_SPEAKER_03_544.02.wav|Thats where you are going, football, if you dont switch places with me.
S06E34_BMO_Vocals_SPEAKER_02_143.66.wav|It made me think about the fragility of my own life.
S11E01_BMO_Vocals_SPEAKER_17_1741.11.wav|BMO, if you bump this up and die, I couldn't live with myself.
S07E14_BMO_Vocals_SPEAKER_05_546.16.wav|Unless, maybe this is all part of Mos plan.
S05E03_BMO_Vocals_SPEAKER_05_548.91.wav|Lessons over for tonight.
S05E17_BMO_Vocals_SPEAKER_02_640.78.wav|Now you dont need me to feel at home.
S11E01_BMO_Vocals_SPEAKER_04_665.67.wav|I hear that everywhere I go.
S02E23_BMO_Vocals_SPEAKER_07_489.97.wav|About 10 hours.
S07E05_BMO_Vocals_SPEAKER_05_146.10.wav|Okay, lets not leave it so long next time, Carlos.
S05E03_BMO_Vocals_SPEAKER_10_478.74.wav|You have to learn manners, too.
S10E05_BMO_Vocals_SPEAKER_06_84.95.wav|Hes called Birthday Boy Fighter!
S02E16_BMO_Vocals_SPEAKER_01_648.12.wav|Finn, I told you about the danger, and now look!
S05E17_BMO_Vocals_SPEAKER_02_442.28.wav|I miss him so much already.
S07E14_BMO_Vocals_SPEAKER_04_453.54.wav|I dont know about this, Timo.
S11E01_BMO_Vocals_SPEAKER_17_961.25.wav|Whats wrong, partner?
S08E23_BMO_Vocals_SPEAKER_02_86.33.wav|Des, baby, Des.
S11E01_BMO_Vocals_SPEAKER_17_1680.25.wav|Oh, but couldnt we bring the map?
S07E18_BMO_Vocals_SPEAKER_01_432.70.wav|Stay collected, Lieutenant.
S02E23_BMO_Vocals_SPEAKER_01_612.54.wav|Jake, you know this can be the end.
S11E01_BMO_Vocals_SPEAKER_04_2637.34.wav|I will strap in.
S05E03_BMO_Vocals_SPEAKER_10_492.62.wav|This is a grapefruit spoon.
S08E22_BMO_Vocals_SPEAKER_01_661.34.wav|And Susan too, I guess.
S05E17_BMO_Vocals_SPEAKER_02_447.64.wav|And I got dirt all in my butt circuits.
S09E01_BMO_Vocals_SPEAKER_01_87.42.wav|Good night, weird cloud.
S10E02_BMO_Vocals_SPEAKER_05_628.30.wav|Im sorry I caused such a mess.
S11E01_BMO_Vocals_SPEAKER_17_2036.51.wav|You are nothing but a little kid, BMO.
S11E01_BMO_Vocals_SPEAKER_04_1642.80.wav|You make my feelings happy.
S08E20_BMO_Vocals_SPEAKER_00_271.05.wav|Once again, BMO comes out on top.
S09E12_BMO_Vocals_SPEAKER_00_58.56.wav|Yes, lets never do anything boring ever again.
S07E14_BMO_Vocals_SPEAKER_05_310.38.wav|More change to a new body.
S10E13_BMO_Vocals_SPEAKER_03_686.06.wav|No, not that.
S05E23_BMO_Vocals_SPEAKER_11_135.29.wav|I aint no clown town snitch, baby.
S08E22_BMO_Vocals_SPEAKER_01_663.38.wav|She seems fine.
S04E17_BMO_Vocals_SPEAKER_03_267.47.wav|Howd you know it was Finns sock?
S09E02_BMO_Vocals_SPEAKER_07_399.43.wav|I think its magnificent!
S07E14_BMO_Vocals_SPEAKER_05_288.79.wav|And that sounds cool, I guess.
S03E12_BMO_Vocals_SPEAKER_02_246.18.wav|Oh, um, I dont have a ghost detecting equipment.
S05E28_BMO_Vocals_SPEAKER_12_113.42.wav|We can get them at the Mo factory in the Badlands, where I was born.
S10E02_BMO_Vocals_SPEAKER_02_282.01.wav|I cant believe we unloaded that branch.
S11E01_BMO_Vocals_SPEAKER_17_1527.90.wav|Im your huckleberry.
S04E17_BMO_Vocals_SPEAKER_03_280.55.wav|Officer Davis has this case under tight wraps.
S07E20_BMO_Vocals_SPEAKER_01_178.89.wav|I am the water bot.
S11E01_BMO_Vocals_SPEAKER_04_813.96.wav|Looks like Im gonna need a deputy.
S10E02_BMO_Vocals_SPEAKER_02_438.10.wav|Im trying to close the sale here.
S03E12_BMO_Vocals_SPEAKER_02_280.15.wav|That is why we must find the light.
S11E01_BMO_Vocals_SPEAKER_17_117.10.wav|Just put him in a pot to boil.
S11E01_BMO_Vocals_SPEAKER_17_579.55.wav|Yeah, thats what I did.
S11E01_BMO_Vocals_SPEAKER_04_156.62.wav|You always have me, Beemo.
S11E01_BMO_Vocals_SPEAKER_17_1009.68.wav|Also, his name is Ricky!
S05E16_BMO_Vocals_SPEAKER_02_449.91.wav|Jake, you drive a hard burger.
S09E14_BMO_Vocals_SPEAKER_03_639.37.wav|You just killed someone.
S04E17_BMO_Vocals_SPEAKER_03_292.89.wav|Forgetting aint in my job description.
S04E17_BMO_Vocals_SPEAKER_03_136.82.wav|Me and Lorraine are... dinosaur bones.
S10E13_BMO_Vocals_SPEAKER_03_679.62.wav|And so they were dead.
S04E17_BMO_Vocals_SPEAKER_03_519.95.wav|You better lay low for a while.
S05E03_BMO_Vocals_SPEAKER_10_563.34.wav|I know a thing or two about good boys.
S11E01_BMO_Vocals_SPEAKER_17_2353.83.wav|You can save the drift.
S07E05_BMO_Vocals_SPEAKER_05_132.91.wav|Hello, my name is Football, and you are Carlos, my best friend since college.
S10E02_BMO_Vocals_SPEAKER_02_471.11.wav|Or maybe of the decade!
S09E11_BMO_Vocals_SPEAKER_02_70.28.wav|I apologize for the intrusion.
S11E01_BMO_Vocals_SPEAKER_17_185.77.wav|Well, you are round and green, so Im going to call you Olive, after my favorite type of bread.
S05E37_BMO_Vocals_SPEAKER_04_507.01.wav|You put cards in your mouth?
S07E14_BMO_Vocals_SPEAKER_05_937.84.wav|The Spicer are under the wig!
S04E17_BMO_Vocals_SPEAKER_03_639.97.wav|I know where your sock is!
S05E39_BMO_Vocals_SPEAKER_10_280.94.wav|Yeah, boi!
S10E05_BMO_Vocals_SPEAKER_00_489.42.wav|Is Finn gonna be okay?
S07E05_BMO_Vocals_SPEAKER_05_466.11.wav|Football, I know it's you.
S07E05_BMO_Vocals_SPEAKER_03_317.12.wav|Take my place, football, is what he said.
S09E11_BMO_Vocals_SPEAKER_02_156.31.wav|Then the island started shaking and rising from the water.
S05E28_BMO_Vocals_SPEAKER_12_140.34.wav|The instructions also say that damaged moles get a full memory wipe before repairs.
S07E14_BMO_Vocals_SPEAKER_05_906.55.wav|Well, maybe as my birthday present, I can ask Mo to fix the ammo.
S07E17_BMO_Vocals_SPEAKER_04_328.38.wav|Thats okay because I like them a lot.
S09E14_BMO_Vocals_SPEAKER_04_53.66.wav|Im the Vuvuzela Smasher.
S11E01_BMO_Vocals_SPEAKER_04_685.36.wav|Its what I do.
S07E05_BMO_Vocals_SPEAKER_03_627.14.wav|About what I did, its okay.
S10E13_BMO_Vocals_SPEAKER_20_2068.22.wav|You and I will always be back then.
S09E11_BMO_Vocals_SPEAKER_02_388.30.wav|Oh, that is even taller than when PB got tall.
S11E01_BMO_Vocals_SPEAKER_17_1470.42.wav|Tell me what you need.
S08E20_BMO_Vocals_SPEAKER_00_142.50.wav|I was too embarrassed to get a bra fitting.
S05E03_BMO_Vocals_SPEAKER_05_513.99.wav|And this is how you drink the tea.
S10E13_BMO_Vocals_SPEAKER_20_1301.39.wav|That happened next.
S03E12_BMO_Vocals_SPEAKER_02_275.90.wav|But sometimes, life is scary and dark.
S11E01_BMO_Vocals_SPEAKER_17_626.66.wav|Pimo is his own big boy, thank you.
S05E20_BMO_Vocals_SPEAKER_00_148.38.wav|I invited some bikini babes over to dance to this song!
S07E14_BMO_Vocals_SPEAKER_05_917.04.wav|But hes at my house right now with Finn and Jake.
S10E03_BMO_Vocals_SPEAKER_00_384.89.wav|Like how Neptr only just found out there is a face on his can, and now he thinks the can is his conjoined twin.
S07E05_BMO_Vocals_SPEAKER_05_643.04.wav|I love you, Beemo.
S08E26_BMO_Vocals_SPEAKER_07_471.28.wav|Are you going to buy me a toy?
S05E07_BMO_Vocals_SPEAKER_02_157.96.wav|Give me your bank account.
S07E14_BMO_Vocals_SPEAKER_05_550.23.wav|It doesn't seem like it.
S07E24_BMO_Vocals_SPEAKER_01_398.00.wav|Are you awake?
S08E22_BMO_Vocals_SPEAKER_01_655.14.wav|Ah, this is the life.
S04E17_BMO_Vocals_SPEAKER_05_532.50.wav|I am not like you.
S07E05_BMO_Vocals_SPEAKER_03_73.42.wav|Now you tell me a secret, Football.
S02E23_BMO_Vocals_SPEAKER_07_495.67.wav|About 20 hours.
S04E17_BMO_Vocals_SPEAKER_03_181.74.wav|I fell right into his trap.
S11E01_BMO_Vocals_SPEAKER_17_844.07.wav|Back home, I would only walk this far by accident.
S07E05_BMO_Vocals_SPEAKER_03_635.28.wav|There is no beauty in the bathroom.
S07E14_BMO_Vocals_SPEAKER_05_320.08.wav|Or also your soul?
S07E17_BMO_Vocals_SPEAKER_06_43.17.wav|Fine-aged cheddar man.
S11E01_BMO_Vocals_SPEAKER_17_1764.06.wav|Oh, not lucky, Beemo.
S11E01_BMO_Vocals_SPEAKER_02_2406.15.wav|Oh, are you trying to get another drive?
S11E01_BMO_Vocals_SPEAKER_17_1199.88.wav|Hey, use your big brain and think of another way out of here.
S11E01_BMO_Vocals_SPEAKER_17_678.10.wav|I do not like this.
S09E11_BMO_Vocals_SPEAKER_02_212.60.wav|And we disappeared into the clouds.
S07E20_BMO_Vocals_SPEAKER_01_467.75.wav|I knew raiding that house was a bad idea.
S04E17_BMO_Vocals_SPEAKER_05_304.66.wav|Haha, same old Lorraine.
S09E11_BMO_Vocals_SPEAKER_01_105.26.wav|I also hunt data recovery.
S04E17_BMO_Vocals_SPEAKER_03_164.61.wav|But I had no other leads.
S07E05_BMO_Vocals_SPEAKER_03_304.34.wav|And I will always be Football.
S10E02_BMO_Vocals_SPEAKER_05_363.86.wav|Mysterious sentinel, you have a lovely home.
S10E02_BMO_Vocals_SPEAKER_02_473.25.wav|The Chinese food is on me!
S04E17_BMO_Vocals_SPEAKER_05_393.63.wav|Maybe it was time to cut my losses.
S07E14_BMO_Vocals_SPEAKER_05_1240.03.wav|That was the craziest thing that ever happened.
S10E13_BMO_Vocals_SPEAKER_20_2037.67.wav|But you and I will always be back then.
S08E18_BMO_Vocals_SPEAKER_07_163.90.wav|We have to save this precious unicorn.
S04E17_BMO_Vocals_SPEAKER_03_240.60.wav|Now, tell me where Ronnie is.
S09E14_BMO_Vocals_SPEAKER_01_87.39.wav|I really am the Smasher.
S07E17_BMO_Vocals_SPEAKER_04_246.59.wav|These guys wanted for stealing piglets from their mothers while they are feeding.
S07E14_BMO_Vocals_SPEAKER_05_303.15.wav|But then, if I change, will Fin and Jake still love me?
S05E03_BMO_Vocals_SPEAKER_10_480.64.wav|Otherwise, youll be all alone.
S07E14_BMO_Vocals_SPEAKER_05_1230.09.wav|I think I just killed someone.
S05E16_BMO_Vocals_SPEAKER_02_94.07.wav|My favorite window!
S05E41_BMO_Vocals_SPEAKER_04_300.62.wav|Father, its been a year since I was on the submarine, but I still hear the screams.
S10E13_BMO_Vocals_SPEAKER_02_239.13.wav|Please be careful.
S09E11_BMO_Vocals_SPEAKER_02_613.50.wav|Im the moon lady.
S05E20_BMO_Vocals_SPEAKER_00_644.52.wav|Lets just party!
S04E17_BMO_Vocals_SPEAKER_01_477.60.wav|Naptur, I feel like I got hit with a Dracula by King Kong.
S09E11_BMO_Vocals_SPEAKER_02_598.86.wav|She was called Moon Lady, and she could only come out during lunar eclipses.
S11E01_BMO_Vocals_SPEAKER_04_159.48.wav|Yes, Fubo, but I meant new, interesting people.
S07E14_BMO_Vocals_SPEAKER_05_290.92.wav|Like, if I was grown, then I could drive to the playground all by myself.
S04E17_BMO_Vocals_SPEAKER_03_178.78.wav|Just as I thought.
S05E39_BMO_Vocals_SPEAKER_10_276.75.wav|This grease monkeys torqued up on automotive science.
S07E17_BMO_Vocals_SPEAKER_04_98.05.wav|The sandwiches are yours for a price.
S01E23_BMO_Vocals_SPEAKER_04_93.83.wav|What do you think about the stars in the sky?
S05E10_BMO_Vocals_SPEAKER_02_264.32.wav|You guys should get ready for bed.
S11E01_BMO_Vocals_SPEAKER_17_1543.41.wav|Um, is that... Settle up, Deputy!
S04E02_BMO_Vocals_SPEAKER_01_107.11.wav|Will you teach me about being alive?
S08E23_BMO_Vocals_SPEAKER_02_616.25.wav|Well, maybe I could visit.
S04E17_BMO_Vocals_SPEAKER_03_170.29.wav|Or maybe Ronnie was just pulling my hair.
S09E11_BMO_Vocals_SPEAKER_02_146.86.wav|until we landed on a small island.
